T0,T1,T2,count
Eng. Tech. & Drafting0,Communications1,Health Sci. & Techno.2,1
Eng. Tech. & Drafting0,Communications1,Business2,2
Eng. Tech. & Drafting0,Communications1,Eng. Tech. & Drafting2,1
Eng. Tech. & Drafting0,Communications1,English & Foreign Lang.2,1
Eng. Tech. & Drafting0,Communications1,Comp. Sci. & Mathematics2,4
Eng. Tech. & Drafting0,Communications1,Social Sciences & Law2,1
Eng. Tech. & Drafting0,Communications1,Communications2,24
Eng. Tech. & Drafting0,Communications1,Engineering2,1
Eng. Tech. & Drafting0,Communications1,"Commun, Fam., & Personal Svcs2",1
Eng. Tech. & Drafting0,Communications1,Arts: Visual & Performing2,1
Eng. Tech. & Drafting0,Engineering1,Sciences: Biological & Physical2,17
Eng. Tech. & Drafting0,Engineering1,Health Sci. & Techno.2,5
Eng. Tech. & Drafting0,Engineering1,Business2,60
Eng. Tech. & Drafting0,Engineering1,Eng. Tech. & Drafting2,35
Eng. Tech. & Drafting0,Engineering1,English & Foreign Lang.2,2
Eng. Tech. & Drafting0,Engineering1,Comp. Sci. & Mathematics2,43
Eng. Tech. & Drafting0,Engineering1,Social Sciences & Law2,12
Eng. Tech. & Drafting0,Engineering1,"Repair, Production, & Construction2",14
Eng. Tech. & Drafting0,Engineering1,Communications2,2
Eng. Tech. & Drafting0,Engineering1,Engineering2,1246
Eng. Tech. & Drafting0,Engineering1,"Commun, Fam., & Personal Svcs2",13
Eng. Tech. & Drafting0,Engineering1,Architecture2,5
Eng. Tech. & Drafting0,Engineering1,Agric. & Nat. Res. Cons2,6
Eng. Tech. & Drafting0,Engineering1,Education2,4
Eng. Tech. & Drafting0,Engineering1,Arts: Visual & Performing2,7
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,3
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,2
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1",Business2,8
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1",Eng. Tech. & Drafting2,3
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1",Social Sciences & Law2,4
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",1
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1",Engineering2,1
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",102
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,1
Eng. Tech. & Drafting0,"Commun, Fam., & Personal Svcs1",Education2,3
Eng. Tech. & Drafting0,Architecture1,Business2,1
Eng. Tech. & Drafting0,Architecture1,Comp. Sci. & Mathematics2,2
Eng. Tech. & Drafting0,Architecture1,Engineering2,1
Eng. Tech. & Drafting0,Architecture1,Architecture2,29
Eng. Tech. & Drafting0,Architecture1,Arts: Visual & Performing2,2
Eng. Tech. & Drafting0,Health Admin. & Assisting1,Health Sci. & Techno.2,1
Eng. Tech. & Drafting0,Health Admin. & Assisting1,"Repair, Production, & Construction2",1
Eng. Tech. & Drafting0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",1
Eng. Tech. & Drafting0,Health Admin. & Assisting1,Health Admin. & Assisting2,3
Eng. Tech. & Drafting0,Health Admin. & Assisting1,Education2,1
Eng. Tech. & Drafting0,Agric. & Nat. Res. Cons1,Sciences: Biological & Physical2,1
Eng. Tech. & Drafting0,Agric. & Nat. Res. Cons1,Engineering2,1
Eng. Tech. & Drafting0,Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,34
Eng. Tech. & Drafting0,Agric. & Nat. Res. Cons1,Education2,1
Eng. Tech. & Drafting0,Education1,Business2,1
Eng. Tech. & Drafting0,Education1,Eng. Tech. & Drafting2,1
Eng. Tech. & Drafting0,Education1,Comp. Sci. & Mathematics2,3
Eng. Tech. & Drafting0,Education1,"Commun, Fam., & Personal Svcs2",6
Eng. Tech. & Drafting0,Education1,Architecture2,1
Eng. Tech. & Drafting0,Education1,Education2,27
Eng. Tech. & Drafting0,Arts: Visual & Performing1,Sciences: Biological & Physical2,1
Eng. Tech. & Drafting0,Arts: Visual & Performing1,Business2,1
Eng. Tech. & Drafting0,Arts: Visual & Performing1,Eng. Tech. & Drafting2,2
Eng. Tech. & Drafting0,Arts: Visual & Performing1,Comp. Sci. & Mathematics2,4
Eng. Tech. & Drafting0,Arts: Visual & Performing1,Social Sciences & Law2,1
Eng. Tech. & Drafting0,Arts: Visual & Performing1,"Repair, Production, & Construction2",1
Eng. Tech. & Drafting0,Arts: Visual & Performing1,Communications2,4
Eng. Tech. & Drafting0,Arts: Visual & Performing1,"Commun, Fam., & Personal Svcs2",1
Eng. Tech. & Drafting0,Arts: Visual & Performing1,Arts: Visual & Performing2,55
English & Foreign Lang.0,"Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",15
English & Foreign Lang.0,"Philosophy, Religion, & Theology1",Sciences: Biological & Physical2,1
English & Foreign Lang.0,"Philosophy, Religion, & Theology1",Business2,2
English & Foreign Lang.0,"Philosophy, Religion, & Theology1",Social Sciences & Law2,1
English & Foreign Lang.0,"Philosophy, Religion, & Theology1","Commun, Fam., & Personal Svcs2",1
English & Foreign Lang.0,"Philosophy, Religion, & Theology1",Arts: Visual & Performing2,1
English & Foreign Lang.0,Sciences: Biological & Physical1,Sciences: Biological & Physical2,71
English & Foreign Lang.0,Sciences: Biological & Physical1,Health Sci. & Techno.2,4
English & Foreign Lang.0,Sciences: Biological & Physical1,Business2,4
English & Foreign Lang.0,Sciences: Biological & Physical1,English & Foreign Lang.2,8
English & Foreign Lang.0,Sciences: Biological & Physical1,Social Sciences & Law2,11
English & Foreign Lang.0,Sciences: Biological & Physical1,Communications2,1
English & Foreign Lang.0,Sciences: Biological & Physical1,Engineering2,2
English & Foreign Lang.0,Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",5
English & Foreign Lang.0,Sciences: Biological & Physical1,Health Admin. & Assisting2,1
English & Foreign Lang.0,Sciences: Biological & Physical1,Agric. & Nat. Res. Cons2,3
English & Foreign Lang.0,Sciences: Biological & Physical1,Education2,1
English & Foreign Lang.0,Health Sci. & Techno.1,"Philosophy, Religion, & Theology2",1
English & Foreign Lang.0,Health Sci. & Techno.1,Sciences: Biological & Physical2,3
English & Foreign Lang.0,Health Sci. & Techno.1,Health Sci. & Techno.2,67
English & Foreign Lang.0,Health Sci. & Techno.1,Business2,3
English & Foreign Lang.0,Health Sci. & Techno.1,English & Foreign Lang.2,9
English & Foreign Lang.0,Health Sci. & Techno.1,Comp. Sci. & Mathematics2,1
English & Foreign Lang.0,Health Sci. & Techno.1,Social Sciences & Law2,3
English & Foreign Lang.0,Health Sci. & Techno.1,"Commun, Fam., & Personal Svcs2",4
English & Foreign Lang.0,Health Sci. & Techno.1,Education2,4
English & Foreign Lang.0,"Area, Eth. & Multidiscip. Studies1","Area, Eth. & Multidiscip. Studies2",24
English & Foreign Lang.0,"Area, Eth. & Multidiscip. Studies1",Business2,1
English & Foreign Lang.0,"Area, Eth. & Multidiscip. Studies1",English & Foreign Lang.2,5
English & Foreign Lang.0,"Area, Eth. & Multidiscip. Studies1",Social Sciences & Law2,2
English & Foreign Lang.0,"Area, Eth. & Multidiscip. Studies1","Commun, Fam., & Personal Svcs2",1
English & Foreign Lang.0,"Area, Eth. & Multidiscip. Studies1",Agric. & Nat. Res. Cons2,1
English & Foreign Lang.0,"Area, Eth. & Multidiscip. Studies1",Education2,1
English & Foreign Lang.0,"Area, Eth. & Multidiscip. Studies1",Arts: Visual & Performing2,1
English & Foreign Lang.0,Business1,"Philosophy, Religion, & Theology2",1
English & Foreign Lang.0,Business1,Sciences: Biological & Physical2,2
English & Foreign Lang.0,Business1,Health Sci. & Techno.2,4
English & Foreign Lang.0,Business1,"Area, Eth. & Multidiscip. Studies2",1
English & Foreign Lang.0,Business1,Business2,166
English & Foreign Lang.0,Business1,English & Foreign Lang.2,13
English & Foreign Lang.0,Business1,Comp. Sci. & Mathematics2,2
English & Foreign Lang.0,Business1,Social Sciences & Law2,9
English & Foreign Lang.0,Business1,Communications2,9
English & Foreign Lang.0,Business1,"Commun, Fam., & Personal Svcs2",7
English & Foreign Lang.0,Business1,Architecture2,1
English & Foreign Lang.0,Business1,Agric. & Nat. Res. Cons2,1
English & Foreign Lang.0,Business1,Education2,1
English & Foreign Lang.0,Business1,Arts: Visual & Performing2,3
English & Foreign Lang.0,Eng. Tech. & Drafting1,Sciences: Biological & Physical2,1
English & Foreign Lang.0,Eng. Tech. & Drafting1,Business2,2
English & Foreign Lang.0,Eng. Tech. & Drafting1,Eng. Tech. & Drafting2,6
English & Foreign Lang.0,English & Foreign Lang.1,"Philosophy, Religion, & Theology2",4
English & Foreign Lang.0,English & Foreign Lang.1,Sciences: Biological & Physical2,6
English & Foreign Lang.0,English & Foreign Lang.1,Health Sci. & Techno.2,6
English & Foreign Lang.0,English & Foreign Lang.1,"Area, Eth. & Multidiscip. Studies2",4
English & Foreign Lang.0,English & Foreign Lang.1,Business2,32
English & Foreign Lang.0,English & Foreign Lang.1,English & Foreign Lang.2,1446
English & Foreign Lang.0,English & Foreign Lang.1,Comp. Sci. & Mathematics2,7
English & Foreign Lang.0,English & Foreign Lang.1,Social Sciences & Law2,73
English & Foreign Lang.0,English & Foreign Lang.1,Communications2,59
English & Foreign Lang.0,English & Foreign Lang.1,Engineering2,2
English & Foreign Lang.0,English & Foreign Lang.1,"Commun, Fam., & Personal Svcs2",16
English & Foreign Lang.0,English & Foreign Lang.1,Agric. & Nat. Res. Cons2,6
English & Foreign Lang.0,English & Foreign Lang.1,Education2,29
English & Foreign Lang.0,English & Foreign Lang.1,Arts: Visual & Performing2,24
English & Foreign Lang.0,Comp. Sci. & Mathematics1,Business2,2
English & Foreign Lang.0,Comp. Sci. & Mathematics1,English & Foreign Lang.2,5
English & Foreign Lang.0,Comp. Sci. & Mathematics1,Comp. Sci. & Mathematics2,38
English & Foreign Lang.0,Comp. Sci. & Mathematics1,Communications2,1
English & Foreign Lang.0,Comp. Sci. & Mathematics1,"Commun, Fam., & Personal Svcs2",1
English & Foreign Lang.0,Social Sciences & Law1,"Philosophy, Religion, & Theology2",1
English & Foreign Lang.0,Social Sciences & Law1,Sciences: Biological & Physical2,5
English & Foreign Lang.0,Social Sciences & Law1,Health Sci. & Techno.2,1
English & Foreign Lang.0,Social Sciences & Law1,"Area, Eth. & Multidiscip. Studies2",3
English & Foreign Lang.0,Social Sciences & Law1,Business2,11
English & Foreign Lang.0,Social Sciences & Law1,English & Foreign Lang.2,8
English & Foreign Lang.0,Social Sciences & Law1,Comp. Sci. & Mathematics2,2
English & Foreign Lang.0,Social Sciences & Law1,Social Sciences & Law2,317
English & Foreign Lang.0,Social Sciences & Law1,Communications2,13
English & Foreign Lang.0,Social Sciences & Law1,"Commun, Fam., & Personal Svcs2",12
English & Foreign Lang.0,Social Sciences & Law1,Agric. & Nat. Res. Cons2,2
English & Foreign Lang.0,Social Sciences & Law1,Education2,9
English & Foreign Lang.0,Social Sciences & Law1,Arts: Visual & Performing2,4
English & Foreign Lang.0,"Repair, Production, & Construction1",Eng. Tech. & Drafting2,1
English & Foreign Lang.0,"Repair, Production, & Construction1",Comp. Sci. & Mathematics2,1
English & Foreign Lang.0,"Repair, Production, & Construction1",Social Sciences & Law2,1
English & Foreign Lang.0,"Repair, Production, & Construction1","Repair, Production, & Construction2",4
English & Foreign Lang.0,Communications1,Sciences: Biological & Physical2,2
English & Foreign Lang.0,Communications1,Health Sci. & Techno.2,1
English & Foreign Lang.0,Communications1,"Area, Eth. & Multidiscip. Studies2",1
English & Foreign Lang.0,Communications1,Business2,5
English & Foreign Lang.0,Communications1,English & Foreign Lang.2,20
English & Foreign Lang.0,Communications1,Comp. Sci. & Mathematics2,1
English & Foreign Lang.0,Communications1,Social Sciences & Law2,17
English & Foreign Lang.0,Communications1,"Repair, Production, & Construction2",1
English & Foreign Lang.0,Communications1,Communications2,282
English & Foreign Lang.0,Communications1,"Commun, Fam., & Personal Svcs2",7
English & Foreign Lang.0,Communications1,Health Admin. & Assisting2,1
English & Foreign Lang.0,Communications1,Education2,7
English & Foreign Lang.0,Communications1,Arts: Visual & Performing2,9
English & Foreign Lang.0,Engineering1,Sciences: Biological & Physical2,2
English & Foreign Lang.0,Engineering1,Business2,2
English & Foreign Lang.0,Engineering1,English & Foreign Lang.2,3
English & Foreign Lang.0,Engineering1,Comp. Sci. & Mathematics2,2
English & Foreign Lang.0,Engineering1,Engineering2,31
English & Foreign Lang.0,Engineering1,Education2,1
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,3
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1","Area, Eth. & Multidiscip. Studies2",1
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1",Business2,2
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1",Eng. Tech. & Drafting2,1
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1",English & Foreign Lang.2,4
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1",Social Sciences & Law2,8
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",74
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,1
English & Foreign Lang.0,"Commun, Fam., & Personal Svcs1",Education2,6
English & Foreign Lang.0,Architecture1,Social Sciences & Law2,1
English & Foreign Lang.0,Architecture1,Architecture2,3
English & Foreign Lang.0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",1
English & Foreign Lang.0,Health Admin. & Assisting1,Health Admin. & Assisting2,9
English & Foreign Lang.0,Health Admin. & Assisting1,Arts: Visual & Performing2,1
English & Foreign Lang.0,Agric. & Nat. Res. Cons1,Sciences: Biological & Physical2,1
English & Foreign Lang.0,Agric. & Nat. Res. Cons1,English & Foreign Lang.2,1
English & Foreign Lang.0,Agric. & Nat. Res. Cons1,Social Sciences & Law2,2
English & Foreign Lang.0,Agric. & Nat. Res. Cons1,Communications2,1
English & Foreign Lang.0,Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,26
English & Foreign Lang.0,Agric. & Nat. Res. Cons1,Education2,1
English & Foreign Lang.0,Agric. & Nat. Res. Cons1,Arts: Visual & Performing2,1
English & Foreign Lang.0,Education1,Sciences: Biological & Physical2,2
English & Foreign Lang.0,Education1,Health Sci. & Techno.2,5
English & Foreign Lang.0,Education1,"Area, Eth. & Multidiscip. Studies2",1
English & Foreign Lang.0,Education1,Business2,3
English & Foreign Lang.0,Education1,English & Foreign Lang.2,21
English & Foreign Lang.0,Education1,Comp. Sci. & Mathematics2,1
English & Foreign Lang.0,Education1,Social Sciences & Law2,6
English & Foreign Lang.0,Education1,Communications2,8
English & Foreign Lang.0,Education1,Engineering2,1
English & Foreign Lang.0,Education1,"Commun, Fam., & Personal Svcs2",6
English & Foreign Lang.0,Education1,Education2,154
English & Foreign Lang.0,Education1,Arts: Visual & Performing2,2
English & Foreign Lang.0,Arts: Visual & Performing1,"Philosophy, Religion, & Theology2",1
English & Foreign Lang.0,Arts: Visual & Performing1,Sciences: Biological & Physical2,1
English & Foreign Lang.0,Arts: Visual & Performing1,"Area, Eth. & Multidiscip. Studies2",1
English & Foreign Lang.0,Arts: Visual & Performing1,Business2,3
English & Foreign Lang.0,Arts: Visual & Performing1,English & Foreign Lang.2,18
English & Foreign Lang.0,Arts: Visual & Performing1,Comp. Sci. & Mathematics2,3
English & Foreign Lang.0,Arts: Visual & Performing1,Social Sciences & Law2,6
English & Foreign Lang.0,Arts: Visual & Performing1,Communications2,6
English & Foreign Lang.0,Arts: Visual & Performing1,Engineering2,1
English & Foreign Lang.0,Arts: Visual & Performing1,"Commun, Fam., & Personal Svcs2",1
English & Foreign Lang.0,Arts: Visual & Performing1,Health Admin. & Assisting2,1
English & Foreign Lang.0,Arts: Visual & Performing1,Education2,3
English & Foreign Lang.0,Arts: Visual & Performing1,Arts: Visual & Performing2,181
Comp. Sci. & Mathematics0,"Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",10
Comp. Sci. & Mathematics0,"Philosophy, Religion, & Theology1",Communications2,2
Comp. Sci. & Mathematics0,"Philosophy, Religion, & Theology1",Arts: Visual & Performing2,1
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,"Philosophy, Religion, & Theology2",1
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Sciences: Biological & Physical2,201
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Health Sci. & Techno.2,7
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Business2,16
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Eng. Tech. & Drafting2,3
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Comp. Sci. & Mathematics2,24
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Social Sciences & Law2,5
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Communications2,4
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Engineering2,11
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",5
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Agric. & Nat. Res. Cons2,2
Comp. Sci. & Mathematics0,Sciences: Biological & Physical1,Education2,2
Comp. Sci. & Mathematics0,Health Sci. & Techno.1,Sciences: Biological & Physical2,4
Comp. Sci. & Mathematics0,Health Sci. & Techno.1,Health Sci. & Techno.2,64
Comp. Sci. & Mathematics0,Health Sci. & Techno.1,Business2,6
Comp. Sci. & Mathematics0,Health Sci. & Techno.1,Eng. Tech. & Drafting2,1
Comp. Sci. & Mathematics0,Health Sci. & Techno.1,English & Foreign Lang.2,1
Comp. Sci. & Mathematics0,Health Sci. & Techno.1,Comp. Sci. & Mathematics2,8
Comp. Sci. & Mathematics0,Health Sci. & Techno.1,Social Sciences & Law2,3
